Premium,30024,Scrypt,PoW
CaliphCoin,30029,SHA-256,PoW
LeaCoin,30117,SHA-256,PoW
Californium,30119,SHA-256,PoW
CrankCoin,30121,X11,PoS/PoW
CoffeeCoin,30123,PoS,PoS
Victoriouscoin,30126,Scrypt,PoW/PoS
BlackShadowCoin,30175,X11,PoW/PoS
JiffyCoin,30177,SHA-256D,PoW
CrabCoin,30179,X15,PoW/PoS
President Clinton,30359,N/A,N/A
Moneta,30364,Scrypt,PoW
Eclipse,30367,SHA-256D,PoW/PoS
Rublebit,30369,Scrypt,PoW
BrainCoin,30373,X11,PoW/PoS
Vertex,30377,SHA-256,PoW/PoS
KRCoin,30379,X11,PoW
RoyalCoin,30386,X13,PoS
BigLifeCoin,30388,X11,PoW
Zurcoin,30391,Quark,PoW
NubisCoin,30393,SHA-256D,PoW/PoS
Tennet,30421,SHA-256D,PoW/PoS
PeaceCoin,30423,X11,PoW
32Bitcoin,30428,X11,PoW/PoS
GanjaCoin V2,30521,X14,PoW/PoS
TeamUP,30523,PoS,PoS
ScryptToken,30536,Scrypt,PoW/PoS
LanaCoin,30544,SHA-256D,PoW/PoS
Elementrem,30550,Ethash,PoW
GuccioneCoin,30566,Scrypt,PoW
AndromedaCoin,30568,X11,PoW/PoS
EqualCoin,30883,X13,PoW/PoS
SweetStake,30887,PoS,N/A
2BACCO Coin,30912,Scrypt,PoW/PoS
DarkKnightCoin,30920,Scrypt,PoW/PoS
Community Coin,30925,SHA-256,PoW
ChoofCoin,31002,Scrypt,PoW/PoS
CashOut,31004,SHA-256,PoW
ZClassic,32544,Equihash,PoW
RoyalCoin 2.0,32548,X13,PoS
Pabyosi Coin,32686,X11,PoW/PoS
NetBit,32688,Scrypt,PoW/PoS
WineCoin,32691,Scrypt,PoW/PoS
Darcrus,32694,N/A,N/A
InflationCoin,32775,X11,PoW/PoS
ZCashDarkCoin,32777,Scrypt,PoW
Zcrypt,32785,N/A,PoW/PoZ
WashingtonCoin,32870,X11,PoW/PoS
TeslaCoilCoin,32873,N/A,N/A
vSlice,32880,N/A,N/A
Troll Payment,32882,PoS,N/A
LEOcoin,33001,N/A,PoW
Midnight,33004,SHA-256,PoW/PoS
CBD Crystals,33008,PoS,N/A
PosEx,33010,SHA-256D,N/A
InsaneCoin,33017,X11,PoW/PoS
PenCoin,33127,Scrypt,PoW
LuckChain,33129,Scrypt,PoW/PoS
FameCoin,33268,QuBit,PoW/PoS
LiviaCoin,33271,Scrypt,PoW/PoS
Sex Pistols,33332,Scrypt,PoW/PoS
MegaFlash,33393,N/A,N/A
Veros,33399,N/A,N/A
Arab League Coin,33401,X13,PoW
EtherDoge,33403,X11,PoW/PoS
KiloCoin,33405,Scrypt,PoW
Hush,33460,Equihash,PoW
BitLuckCoin,33522,PoS,PoS
Dream8Coin,33524,Scrypt,PoW
FistBump,33526,X13,PoW/PoS
Ebitz,33636,PoS,PoS
365Coin,33639,X11,PoW/PoS
Digital Rupees,33645,Scrypt,PoS 
Free Game Zone,33866,Scrypt,PoW
BosonCoin,33869,X11,PoW/PoS
ArtexCoin,33871,X11,PoW
PlatiniumCoin,33873,SHA-256,PoW
BeardDollars,33875,Scrypt,PoW/PoS
Time,33914,N/A,N/A
BipCoin,33936,CryptoNight,PoW
EmberCoin,33942,X13,PoW/PoS
Coin to the Future,33945,PoS,PoS
DollarOnline,34213,X11,PoW/PoS
Cosmic,34215,SHA-256D,PoW/PoS
SpaceCash,34225,X13,PoW/PoS
XenixCoin,34324,X11,PoW/PoS
JIO Token,34332,N/A,N/A
iWallet,34334,X11,PoW/PoS
Janus,34440,N/A,N/A
TrickyCoin,34483,PoS,PoS
DeltaCredits,34487,N/A,PoS
FreeCoin,34489,PoS,PoS
NPCcoin,34491,SHA-256D,PoW/PoS
PLNCoin,34493,Scrypt,PoW/PoS
Digigems,34496,Scrypt,PoW
Icobid,34499,Scrypt,PoW/PoS
AquariusCoin,34506,Scrypt,PoW/PoS
Kurrent,34602,X11,PoW
Creatio,34604,PoS,PoS
Eternity,34609,X11,PoW/PoS
UR,34750,Dagger,PoW
Metal Music v3,34754,Scrypt,PoW/PoS
Old Dogs New Tricks,34847,SHA-256D,PoW/PoS
Eurocoin,34849,SHA-256,PoW/PoS
CoolinDarkCoin,34851,Scrypt,PoW/PoS
BitcoinFast,34854,Scrypt,PoW/PoS
SeedShares,35027,SHA-256D,PoW/PoS
Stakenet,35030,X11,TPoS
Tokes,35124,N/A,PoS
BitConnect Coin,35165,Scrypt,PoW/PoS
ShortyCoin,35226,PoS,PoS
Procom,35228,Scrypt,PoW
Kernalcoin,35230,SHA-256,PoW
CoralPay,35232,X13,PoS
BAM,35407,X11,PoW/PoS
Nexium,35678,N/A,N/A
MoneyCoin,35681,Scrypt,PoW/PoS
Blackstar,35684,X11,PoS
Horse Power,35687,Scrypt,PoW
HazMatCoin,35811,Scrypt,PoW/PoS
CryptoSpots,35813,DPoS,DPoS
PoolStamp,35816,X13,PoW/PoS
CryptoCarbon,35818,N/A,N/A
BullshitCoin,35821,Scrypt,PoW/PoS
Incent,35823,N/A,N/A
Iconic,35825,PoS,PoS
NewInvestCoin,35947,PoS,PoS
AvonCoin,35949,PoS,PoS
Enigma,35953,X11,PoW/PoS
Cannabis Industry Coin,35955,CryptoNight,PoW
LookCoin,36984,X11,PoW/PoS
MMXVI,36992,N/A,PoW
TrustCoin,37040,N/A,N/A
WorldPay,37191,X11,PoW/PoS
ConquestCoin,37195,X13,PoW/PoS
Impulse Coin,37204,X13,PoW/PoS
InCoin,37210,X11,PoW/PoS
TheChiefCoin,37214,Scrypt,PoW/PoS
Goat,37356,Scrypt,PoW/PoS
AnalCoin,37359,SHA-256,N/A
Russiacoin,37361,Scrypt,PoW/PoS
PandaCoin,37366,Scrypt,PoS
PXcoin,37370,SHA-256,PoW/PoS
OptionCoin,37749,X11,PoS
Avatar Coin,38026,PoS,PoS
Limited Coin,38030,PoS,PoS
GameUnits,38032,Scrypt,PoW/PoS
HeelCoin,38035,PoS,PoS
GAKHcoin,38277,Scrypt,PoW/PoS
Gainfy,38279,N/A,N/A
S88 Coin,38310,Scrypt,PoW/PoS
Leverage Coin,38312,N/A,N/A
DraculaCoin,38360,Scrypt,PoW
Allsafe,38367,Quark,PoS
LiteCreed,38370,QuBit,PoW/PoS
Quebecoin,38371,X11,N/A
ProCoin,38380,X15,PoW/PoS
Astral,38959,X13,PoW/PoS
GiftNet,38962,X13,PoW
PureVidz,38964,PoS,PoS
Incrementum,38967,PoS,PoS
PentaCoin,39698,SHA-256,PoW/PoS
AcidCoin,39700,SHA-256,PoW
ZLiteQubit,39704,QuBit,N/A
RadicalCoin,39707,X13,PoS
ReturnCoin,39710,X11,PoS
Golos,40806,DPoS,PoW
Pascal Coin,40811,Pascal,N/A
TwisterCoin,40839,X11,PoW/PoS
PayPeer,40842,X11,PoW/PoS
DarkEther,40845,X11,N/A
YAYcoin,40847,Scrypt,PoW/PoS
YesCoin,40990,Scrypt,PoW/PoS
LeninCoin,40992,SHA-256D,PoW
MrsaCoin,41116,X13,PoW/PoS
OsmiumCoin,41122,Scrypt,PoW
BitBoss,41125,SHA-256,PoW/PoS
Bikercoins,41587,CryptoNight,PoW
CryptoPennies,41590,X11,PoS
Motocoin,41592,N/A,PoP
NeptuneClassic,41819,X11,PoW/PoS
HexxCoin,41868,Lyra2RE,PoW
Ghost Coin,41871,SHA-256,PoW/PoS
MachineCoin,41962,Time Travel,PoW
SelenCoin,41967,PoS,PoS
Noocoin,41971,PoS,PoS
23 Skidoo,41974,SHA-256D,PoW
GoldenBird,41989,X13,PoW/PoS
YamahaCoin,42099,Scrypt,PoW
JokerCoin,42101,Scrypt,PoW/PoS
GravityBit,42103,Scrypt,PoW/PoS
TeCoin,42106,Multiple,PoW
BombCoin,42110,Scrypt,PoW/PoS
Ride My Car,42344,PoS,PoS
Klingon Empire Darsek,42435,Scrypt,PoW/PoS
Coino,42438,Scrypt,PoW
WealthCoin,42440,DPoS,PoS
Internet of People,42596,SHA-256,PoW/PoS
Spectre,42598,POS 3.0,PoS
Pepe Cash,42663,N/A,N/A
Clickcoin,42680,PoS,PoS
Elysium,42685,Scrypt,PoW
KushCoin,42687,X11,PoW/PoS
Eryllium,42694,X11,PoW/PoS
Pluton,42837,N/A,N/A
President Trump,42841,N/A,N/A
BitzCoin,42843,X11,PoW/PoS
Opes,42850,Argon2,PoW
Waves Community Token,43042,N/A,N/A
Ratio,43046,PoS,PoS
Babes and Nerds,43247,PoS,N/A
NiceCoin,43253,Scrypt,PoW
SmurfCoin,43257,Scrypt,PoW/PoS
CryptoWorldXToken,43265,N/A,PoW/PoS
TechCoin,43595,X13,PoW/PoS
CircuitCoin,43598,SHA-256D,PoW/PoS
LePenCoin,43602,SHA-256,PoS
RoundCoin,43604,N/A,N/A
MarijuanaCoin,43814,X11,PoW/PoS
MarxCoin,43818,X11,PoW
HazeCoin,43937,Scrypt,PoW
Printerium,43998,Scrypt,PoW/PoS
Neurocoin,44001,PoS,PoS
PAC Global,44003,X11,PoS
Impeach,44007,Scrypt,PoW/PoS
ErrorCoin,44749,Scrypt,PoW
TrueInvestmentCoin,44752,Scrypt,PoW/PoS
NukeCoin,44799,PoS,PoS
EveryonesCoin,44803,Scrypt,PoW/PoS
Solarflarecoin,44952,Scrypt,PoW
JaneCoin,44955,X11,PoW/PoS
ParanoiaCoin,44957,Scrypt,PoW
MasterMint,44959,X11,PoS
Citadel,45031,CryptoNight-V7,PoW
NinjaDoge,45044,X11,PoW/PoS
Zilbercoin,45250,Scrypt,PoS
FirstCoin,45258,Scrypt,PoW/PoS 
OroCoin,45262,Scrypt,PoW
Alexandrite,45607,SHA-256,PoW/PoS
TrashBurn,45609,SHA-256D,PoS
MasterCar,45612,Scrypt,PoW/PoS
TechShares,45615,DPoS,DPoS
AcesCoin,45617,X13,PoS
United Arab Emirates Coin,45816,X11,PoW/PoS
EagleCoin,45821,SHA-256,PoW
Persistent Information Exchange,45832,PoS,PoS
CreativeChain,48787,Keccak,DPoS
WisdomCoin,48794,Scrypt,PoW/PoS
BeaverCoin,48800,Scrypt,PoW
FindCoin,48807,X13,PoS
MeLite,49600,SHA-256D,PoW/PoS
StalinCoin,49605,X11,PoW/PoS
TattooCoin,49610,Scrypt,PoW/PoS
VaultCoin,50730,X11,PoW
BioBar,50734,SHA-256D,PoW/PoS
Swarm City Token,50741,N/A,N/A
Pascal Lite,50754,SHA-256,PoW/PoS
Zero,51845,Equihash,PoW
OpenChat,52008,Scrypt,PoW/PoS
Netko,53174,Blake,N/A
Zoin,53178,Lyra2RE,PoW
Honey,53915,Blake2S,PoW/PoS
MartexCoin,53944,X13, PoW/PoS
Musicoin,53950,Ethash,PoW
Databits,55540,N/A,N/A
BitVegan,55544,PoS,PoS
Mbitbooks,55547,Scrypt,PoW
BitVolt,55553,PoS,PoS
Edgeless,55676,N/A,N/A
BankCoin,56078,N/A,N/A
BestChain,56246,Scrypt,PoW/PoS 
ChainCoin,56249,N/A,N/A
Zennies,56253,Scrypt,PoS
PlanetCoin,56654,Scrypt,PoW/PoS
BnrtxCoin,56682,X11,PoW
BattleStake,57466,PoS,PoS
RenosCoin,57471,Scrypt,PoS
DubaiCoin,57481,Dagger-Hashimoto,PoW
AMIS,57676,N/A,N/A
Kayı,57705,N/A,N/A
VirtacoinPlus,57734,X11,PoW/PoS
Doubloon,57742,536,PoW/PoS
TajCoin,57750,Blake2S,PoW/PoS
Impact,58121,X11,PoW/PoS
CryptoJournal,58125,PoS,PoS
Amygws,59304,Scrypt,PoW
Cubits,59317,SHA-256,PoW/PoS
EB3coin,59968,Scrypt,PoW
The Vegan Initiative,59973,PoS,PoS
FazzCoin,60409,PoS,PoS
Aptcoin,60419,Scrypt-n,PoW
BlazerCoin,60424,Scrypt,PoW
ArpaCoin,60618,SHA-256D,PoW/PoS
Universe,60631,Scrypt,PoS
ECOcoin,61047,Scrypt,PoW/PoS
Solaris,61061,XEVAN,PoW/PoS
Dark,61066,SHA-256,PoW/PoS
DonationCoin,61073,Scrypt,PoW
Mercury,61138,N/A,N/A
WavesGO,61667,N/A,N/A
Atmos,61902,PoS,PoS
EncryptoTel,62529,N/A,N/A
Visio,62648,X13,PoW/PoS
HappyCoin,62659,X11,PoW/PoS
Giotto Coin,63304,Scrypt,PoW/PoS
Coinonat,63308,NIST5,PoW
EmporiumCoin,63312,X11,PoW/PoS
Gnosis,66193,N/A,N/A
Legends Cryptocurrency,66259,N/A,N/A
Token as a Service,66270,N/A,N/A
SwagBucks,66685,Scrypt,PoW/PoS
XTRABYTES,66694,N/A,PoSign
MacronCoin,67430,PoS,PoS
Lunyr,67447,N/A,N/A
Condensate,67462,X11,PoW/PoS
WeAreSatoshi,68084,X11,PoW/PoS
IvugeoEvolutionCoin,68088,Scrypt,PoW
Independent Money System,68093,Scrypt,PoW/PoS
ArgusCoin,70352,Scrypt,PoW/PoS
Centurion,70365,X11,PoW/PoS
LomoCoin,70469,Scrypt,PoW/PoS
Bitcoin Scrypt,71321,Scrypt,PoW
ProCurrency,71334,SHA-256,PoS
GoldReserve,71862,X11,PoW/PoS
BenjiRolls,71884,Scrypt,PoW
Humaniq,72438,N/A,N/A
Blockchain Capital,72955,N/A,N/A
ParallelCoin,73132,Scrypt,PoW
RiptoBuX,73143,N/A,N/A
GrowthCoin,74894,Scrypt,PoS
Apx,74912,N/A,N/A
MiloCoin,74924,Scrypt,PoW/PoS
OldV,75285,Scrypt,PoW/PoS
ILCOIN,75440,SHA-256,PoW
MinersReward,75475,N/A,N/A
IOU1,77286,N/A,N/A
Prizm,77306,SHA-256,PoS
Phreak,77337,PoS,PoS
PupaCoin,78172,Blake2S,PoW/PoS
RiceCoin,78190,X13,PoW/PoS
C-Bits,78227,SHA-256,PoW
Degas Coin,79849,Scrypt,PoW/PoS
Redcoin,79864,Scrypt,PoW
ZSEcoin,79875,X11,PoW/PoS
Coinmatic,79887,N/A,N/A
TappingCoin,81403,X11,PoW/PoS
BitOKX,81445,Scrypt,PoS
Primalbase,84232,N/A,N/A
MilkCoin,84247,SHA-256,PoW/PoS 
HTML5 Coin,84752,X15,PoW/PoS
Minereum,84831,N/A,N/A
Etheroll,89572,N/A,N/A
Subscriptio,100944,PoS,PoS
Ultimate Secure Cash,100954,SHA-256,PoS
DuxCoin,105206,Scrypt,PoW/PoS
PoisonIvyCoin,105220,Scrypt,PoW/PoS
EquiTrader,105263,Scrypt,PoW
Insane Coin,105284,X11,PoW/PoS
Manet Coin,108094,Scrypt,PoW/PoS
F16Coin,108099,Scrypt,PoW/PoS
HamsterCoin,112363,Scrypt,PoW
NefariousCoin,112405,Scrypt,PoW/PoS
BOScoin,116384,N/A,mFBA
Qwark,116425,N/A,N/A
Quantum Resistant Ledger,127667,RandomX,PoW
Adelphoi,127738,N/A,N/A
Patientory,129035,N/A,N/A
ZrCoin,129604,N/A,N/A
Lykke,130939,N/A,N/A
Espers,130951,536,PoW/PoS
Dynamic,131111,Argon2d,PoW
Sequence,131112,Scrypt,PoW/PoS
MCAP,131154,N/A,N/A
Veritaseum,136211,N/A,N/A
Cofound.it,136984,N/A,N/A
Status Network Token,137013,N/A,N/A
iXledger,141171,N/A,N/A
Starta,150519,N/A,N/A
True Flip Lottery,150545,N/A,N/A
Crypto.com,166548,N/A,N/A
AdEx,170452,N/A,N/A
Quantum,170958,N/A,N/A
EcoBit,171390,N/A,N/A
Polybius,171884,N/A,N/A
Ahoolee,175611,Ethash,PoW
ATB coin,175618,SHA-256,PoW
Blocktix,175671,N/A,N/A
ChanCoin,175683,Cloverhash,PoW
Compcoin,176004,N/A,N/A
Rivetz,176280,N/A,N/A
Harbour DAO,176336,N/A,N/A
Nimiq,176669,N/A,PoW
8 Circuit Studios,177124,N/A,N/A
ACT,177157,N/A,N/A
Suretly,177462,N/A,N/A
CryptoPing,177503,N/A,N/A
MakeItViral,177759,Scrypt,PoW/PoS
Santiment,177863,N/A,N/A
Wagerr,178467,N/A,PoS
Elastic,178861,N/A,PoW
NVO,178885,N/A,N/A
FunCoin,179018,N/A,N/A
Giga Watt,179109,N/A,N/A
Hiveterminal Token,179329,N/A,N/A
MyBit,179345,N/A,N/A
SunContract,179926,N/A,N/A
Starbase,179947,N/A,N/A
Corion,179980,N/A,N/A
Rialto.AI,179990,N/A,N/A
Orocrypt,180001,N/A,N/A
Oax,180013,N/A,N/A
Monster Byte Inc,180539,N/A,N/A
Digital Developers Fund,180595,N/A,N/A
DIMCOIN,180678,N/A,N/A
Gilgam,180716,N/A,N/A
FundYourselfNow,180820,N/A,N/A
FundRequest,180840,N/A,N/A
Dinastycoin,181373,CryptoNight,PoW
CryptoForecast,182258,N/A,N/A
Denarius,182288,NIST5,PoW/PoS
DigitalPrice,182325,X11,PoW
Virta Unique Coin,182340,NIST5,PoW/PoS
Bitcoin Planet,182346,Skein,PoW/PoS
Unify,182364,Scrypt,PoW
BritCoin,182416,X13,PoW/PoS
Ammo Rewards,182463,N/A,PoS
SocialCoin,183189,Scrypt,PoW
LATOKEN,184163,N/A,N/A
IMMLA,184187,N/A,N/A
BitJob,184237,N/A,N/A
Pillar,184298,N/A,N/A
GeoFunders,185625,N/A,N/A
InvestFeed,185669,N/A,N/A
BitClave,185689,N/A,N/A
SynchroCoin,185873,N/A,N/A
Indorse,185953,N/A,N/A
TribeToken,186253,N/A,N/A
0x,186277,N/A,N/A
Tierion,186309,N/A,N/A
COS,186335,N/A,N/A
Storm,186875,N/A,N/A
Napoleon X,187015,N/A,N/A
Storj,187347,N/A,N/A
Scorecoin,187431,Scrypt,PoW
Octanox,188294,X11,PoW/PoS
Voise,188352,N/A,N/A
EthBits,188394,N/A,N/A
Crypviser,188400,N/A,N/A
DCORP,188523,N/A,N/A
ArcticCoin,188615,X11,PoW
Bogcoin,188677,SHA-256,PoW
NeverDie,188787,N/A,N/A
Po.et,188811,N/A,N/A
AdToken,188858,N/A,N/A
Useless Ethereum Token,191037,N/A,N/A
Agoras Token,191142,N/A,N/A
BeachCoin,188652,X11,PoW
DAS,194399,X11,PoW
Adshares,194530,N/A,DPoS
CoinJob,194689,N/A,N/A
Royal Kingdom Coin,194924,N/A,N/A
NoLimitCoin,195018,PoS,PoS
Metrix,196541,Scrypt,PoS
King93,196560,N/A,N/A
Anacrypt,196572,N/A,N/A
Reality Clash,196591,Ethash,PoW
RootProject,194906,N/A,N/A
Sosnovkino,196612,N/A,N/A
CryptoABS,196986,N/A,N/A
Opus,197054,N/A,N/A
OpenZen,197886,N/A,N/A
Bits Digit,198251,N/A,N/A
LeviarCoin,198337,CryptoNight,PoW
Skincoin,198369,N/A,N/A
Mothership,198408,N/A,N/A
HireMatch,198458,N/A,N/A
REAL,198490,N/A,N/A
DentalFix,198693,N/A,N/A
EQUI,198698,N/A,N/A
Wolk,198703,N/A,N/A
Viberate,198710,N/A,N/A
DeepOnion,198967,X13,PoW/PoS
iDice,199004,N/A,N/A
Sphre AIR,199026,N/A,N/A
gCn Coin,199065,Scrypt,PoW
ICO OpenLedger,199363,N/A,N/A
Timereum,199887,N/A,N/A
Signatum,200941,SkunkHash v2 Raptor,PoS
Onix,201676,X11,PoW
CoEval,201701,N/A,N/A
Arena,201896,N/A,N/A
Wink,201962,PoS,PoS
Cream,202049,Skein,PoW/PoS
DigiPulse,202696,N/A,N/A
Mobius,202706,N/A,N/A
BitDice,202714,N/A,N/A
KickToken,202849,N/A,N/A
Solar DAO,203183,N/A,N/A
Core Group Asset,205549,N/A,N/A
Kencoin,205967,N/A,N/A
Qvolta,205980,N/A,N/A
Ties Network,205991,N/A,N/A
Autoria,206001,N/A,N/A
Growers International,207931,DPoS,N/A
Monkey,208001,N/A,N/A
Monetha,208914,N/A,N/A
CCCoin,210595,N/A,N/A
Umbrella Coin,213100,N/A,N/A
Bitmxittz,213113,Scrypt,PoW/PoS
Gas,213532,N/A,N/A
Oceanlab,214738,N/A,DPoS/LPoS
Benjacoin,215570,N/A,N/A
Tomahawkcoin,215602,N/A,N/A
SMNX,218221,N/A,N/A
Dentacoin,218906,N/A,N/A
Agrello Delta,220204,N/A,N/A
Macroverse,221349,N/A,N/A
Embers,221350,N/A,N/A
Substratum Network,221463,N/A,N/A
Prospectors,222125,N/A,N/A
Monoeci,222133,X11,PoW/PoS
Authoreon,222200,N/A,N/A
CampusCoin,228090,Scrypt,PoW
DetectorToken,223644,N/A,N/A
Centra,225277,N/A,N/A
Wavesnode.net,206512,N/A,N/A
Paragon,225764,N/A,N/A
ThankYou,228146,N/A,N/A
HealthyWorm,228162,PoS,PoS
Fuck Token,229060,N/A,N/A
Veredictum,229307,N/A,N/A
Smart Investment Fund Token,229420,N/A,N/A
Ignis,231674,N/A,N/A
IwToken,232556,N/A,N/A
JustDatingSite,232607,N/A,N/A
Intelligent Trading,232678,N/A,N/A
Aigang,187030,N/A,N/A
Eternal Coin,206539,N/A,N/A
Entropy Token,207891,N/A,N/A
ICOBox,207775,N/A,N/A
Lampix,223283,N/A,N/A
MediBond,233044,N/A,N/A
Hello Gold,234508,N/A,N/A
Litra,234526,N/A,N/A
Nimfamoney,234596,N/A,N/A
Scorista,234659,N/A,N/A
CPROP,234707,N/A,N/A
KexCoin,234766,N/A,N/A
Cobinhood,234811,N/A,N/A
Bitradio,234982,PoS,PoS
Minex,235021,N/A,N/A
ATLANT,235213,N/A,N/A
Draftcoin,236039,Scrypt,PoS
Utrust,236358,N/A,N/A
Latium,237269,N/A,N/A
Sojourn Coin,237385,Scrypt,PoW
Hedge Token,237407,N/A,N/A
Stakecoin,237428,PoS,PoS
SqPay,237448,N/A,N/A
Etheriya,238571,N/A,N/A
Ethereum.Link,238622,N/A,N/A
Amber,238733,Dagger,PoA
GoldMint,240322,N/A,N/A
AltoCar,240439,N/A,N/A
BANKEX,241757,N/A,N/A
Boulle,241804,N/A,N/A
Oxycoin,242873,DPoS,DPoS
Acumen,243045,N/A,N/A
Gimli,243079,N/A,N/A
NewYorkCoin,247232,Scrypt,PoW
LiteBitcoin,247246,Scrypt,PoW
FrazCoin,247259,Scrypt,PoW
EasyMine,247322,N/A,N/A
Hubii Network,247391,N/A,N/A
Kronecoin,247703,Scrypt,PoW
Scrypto,248243,N/A,N/A
AdCoin,249821,Scrypt,PoW
Z2 Coin,252359,SHA-256,PoW
Linx,253667,Scrypt,PoW
CoinonatX,253688,X11,PoW/PoS
BlakeStar,253707,Blake2S,PoW/PoS
Sociall,255254,N/A,N/A
Travel Coin,255293,N/A,N/A
Cryptum,255489,N/A,Proof of Ownership
Exscudo,255546,N/A,DPoS
Privatix,257772,N/A,N/A
CarTaxi,278056,N/A,N/A
Cryptonex,289715,N/A,N/A
Etherparty,292748,N/A,N/A
TokenStars,294364,N/A,N/A
Worldcore,296844,N/A,N/A
Breakout Stake,299415,N/A,PoW/PoS
U.CASH,299774,N/A,N/A
WRTcoin,299811,X11,PoW
Ormeus Coin,301112,N/A,N/A
Deep Gold,301119,N/A,N/A
Wish Finance,301216,N/A,N/A
ARNA Panacea,303888,N/A,N/A
AB-Chain,303943,N/A,N/A
Papyrus,304147,N/A,N/A
Blackmoon Crypto,304184,N/A,N/A
Skrilla Token,304605,N/A,N/A
3DES,304693,N/A,N/A
Paycent,304833,N/A,N/A
Kapu,305047,DPoS,DPoS
Sense Token,305252,N/A,N/A
Cappasity,306304,N/A,N/A
BLOCKv,306482,N/A,N/A
Facecoin,307112,N/A,N/A
Ripio,307219,N/A,PoW
Doc.ai Neuron,307406,N/A,N/A
Crowdwiz,310052,N/A,PoS
A-Token,310392,N/A,N/A
Kyber Network,310497,N/A,N/A
Rustbits,310553,N/A,N/A
Imbrex,310589,N/A,N/A
Ethereum Dark,310754,Scrypt,PoW/PoS
Sumokoin,310812,CryptoNight,PoW
Hydrominer,310867,N/A,N/A
Crypto Tickets,311176,N/A,N/A
Rhea,311516,N/A,N/A
Maecenas,311558,N/A,N/A
DomRaider,311829,N/A,N/A
Snovio,311853,N/A,N/A
TrackNetToken,313967,N/A,N/A
StockBet,313988,N/A,N/A
Algo.Land,314331,N/A,PoS
Salt Lending,314580,N/A,N/A
Sandcoin,314865,N/A,N/A
Experience Points,318154,SHA-256,PoW/PoS
Gladius,318704,N/A,N/A
Zenome,318794,N/A,N/A
EZMarket,319029,N/A,N/A
Obsidian,319075,SHA-512,PoS
ClearPoll,319130,N/A,N/A
Moya Token,319238,N/A,N/A
Cashaa,319254,N/A,N/A
MiniApps,320036,N/A,PoW
Global Jobcoin,320412,N/A,N/A
Wi Coin,320551,N/A,N/A
Webcoin,320596,N/A,N/A
WandX,320621,N/A,N/A
Elixir,321177,N/A,N/A
eBitcoin,321189,N/A,N/A
Hackspace Capital,321347,N/A,N/A
Yoyow,322002,N/A,N/A
Regalcoin,322013,X11,PoW/PoS
Bismuth,322963,N/A,PoW
Opporty,323787,N/A,N/A
Ice Rock Mining,323817,N/A,N/A
Earth Token,324012,N/A,N/A
Vsync,325279,X13,PoW/PoS
Graft Blockchain,326286,CryptoNight,PoW/PoS
BitcoinZ,327184,Equihash,PoW
Crazy Coin,327250,N/A,N/A
PayPie,327500,N/A,N/A
Peerguess,327608,N/A,N/A
CanYaCoin,327632,N/A,N/A
Cryptonetix,328667,N/A,N/A
Esports.com,328784,N/A,N/A
FLiK,329562,N/A,N/A
Trippki,329767,N/A,N/A
Multibot,330003,N/A,N/A
Javvy,331207,N/A,N/A
ALISmedia,331603,N/A,N/A
Leverj,332804,N/A,N/A
Arbi,334856,Ethash,N/A
Request Network,335059,N/A,N/A
Aeron,335127,N/A,N/A
Datum,335505,N/A,N/A
VIBEHub,336538,N/A,N/A
Rockchain,336556,N/A,N/A
X Real Estate Development,336594,N/A,N/A
Chronologic,336705,N/A,N/A
AirSwap,337162,N/A,N/A
Gameflip,337863,N/A,N/A
HextraCoin,338018,Scrypt,N/A
Cindicator,338070,N/A,N/A
Prosense.tv,338140,N/A,N/A
NetM,338156,Scrypt,PoW
TrezarCoin,338180,NeoScrypt,PoW/PoS
Musiconomi,338415,N/A,N/A
AirToken,338555,N/A,N/A
Fujinto,339406,N/A,N/A
ATC Coin,339419,Scrypt,PoW
Kolion,339431,N/A,N/A
Wild Crypto,339533,N/A,N/A
eLTC,339581,N/A,N/A
ILCoin Token,339598,SHA-256,PoW
Crypto20,339632,N/A,N/A
Anryze,339804,N/A,N/A
Elements,339933,X11,PoW
TerraNovaCoin,340067,Scrypt,PoW/PoS
CybCSec Coin,340112,POS 3.0,PoS
Bitqy,340125,N/A,N/A
Clout,340816,N/A,N/A
Everus,340966,N/A,N/A
TOA Coin,341019,Scrypt,PoW/PoS
Monaize,341059,Equihash,PoW/DPoW
VIVO Coin,341205,NeoScrypt,PoW
Red Pulse Phoenix,341267,NEP-5,N/A
Zeusshield,341328,N/A,N/A
Aureus,341400,Scrypt,N/A
Change,341422,N/A,N/A
Playkey,344086,N/A,N/A
e-Chat,344337,N/A,N/A
Internxt,344988,N/A,N/A
Authorship,345017,N/A,N/A
RG Coin,345065,NIST5,PoW/PoS
EthBet,345159,N/A,N/A
Bitcomo,345544,N/A,N/A
CryptoPay,345674,N/A,N/A
Rupee,345801,Lyra2REv2,PoS
Bonpay,346775,N/A,N/A
WhaleCoin,347067,Ethash,PoW
UpToken,347247,N/A,N/A
Ethereum Gold,347450,N/A,N/A
WomenCoin,348068,Scrypt,PoW/PoS
Theresa May Coin,348094,SHA-256,PoW/PoS
Render Token,348131,N/A,N/A
Eddie coin,348256,Scrypt,PoW/PoS
Soma,348278,N/A,N/A
NamoCoin,348289,NIST5,PoW/PoS
GATCOIN,349487,N/A,N/A
Ethereum Blue,350048,N/A,N/A
Follow Coin,350394,N/A,N/A
Wyrify,350395,N/A,N/A
Vezt,350476,N/A,PoW
